epoch,batch_idx,memory_cpu_mb,loss
0,0,2620.5859375,0.7036795020103455
0,1,3152.671875,0.6938875317573547
0,2,3638.453125,0.6815677881240845
0,3,3668.56640625,0.7007057666778564
0,4,3776.484375,0.6965634226799011
0,5,3776.4921875,0.6775155663490295
0,6,3788.5390625,0.6635136604309082
0,7,3788.46875,0.7644876837730408
