kernel,cpu_time_total_us,self_cpu_time_total_us,cpu_time_avg_us,calls_cpu
ProfilerStep*,10853762.679,68036.6740000546,5426881.3395,2
aten::empty,5225.366999941265,5225.366999941265,4.820449261938436,1084
aten::random_,1524.2639999999992,1524.2639999999992,762.1319999999996,2
aten::item,415.41200001199286,283.4870000134815,1.9232037037592262,216
aten::_local_scalar_dense,131.92499999851134,131.92499999851134,0.610763888881997,216
enumerate(DataLoader)#_SingleProcessDataLoaderIter.__next__,30586.726999999082,8103.1910000045245,10195.57566666636,3
aten::randperm,1068.179,908.9189999999999,534.0895,2
aten::scalar_tensor,91.45599999982551,91.45599999982551,7.0350769230635,13
aten::resize_,73.88100000438135,73.88100000438135,2.6386071430136195,28
aten::resolve_conj,61.12299999687457,61.12299999687457,0.4215379310129281,145
aten::resolve_neg,0.17799999999988358,0.17799999999988358,0.17799999999988358,1
aten::select,1932.3299999965893,1688.1459999991803,8.626473214270488,224
aten::as_strided,1018.3100000076793,1018.3100000076793,2.0085009862084404,507
aten::stack,21080.8069999992,4115.332999997419,2342.3118888888002,9
aten::cat,16856.10000000011,21.588999999286898,1872.9000000000124,9
torch_ipex::cat_cpu,16834.511000000824,16.63499999985288,1870.5012222223138,9
torch_ipex::cat_out_cpu,16817.87600000097,16670.241000001566,1868.6528888889968,9
aten::narrow,100.77999999927124,51.10599999895567,11.197777777696805,9
aten::slice,184.05200000176046,160.05199999967954,10.826588235397674,17
aten::view,4709.692000005853,4709.692000005853,7.428536277611755,634
aten::unsqueeze,96.0910000019212,73.18500000336644,2.0018958333733585,48
aten::to,52236.04400000622,1000.0220000249974,101.62654474709382,514
Optimizer.zero_grad#Adam.zero_grad,1316.1980000004478,1316.1980000004478,329.04950000011195,4
aten::embedding,3768.104000000545,3080.516000000651,942.0260000001363,4
aten::reshape,60001.08399998974,3359.6849999693004,99.33954304634064,604
aten::index_select,663.1960000002218,13.159000000407104,165.79900000005546,4
torch_ipex::index_select_cpu_,650.0369999998147,638.0309999987658,162.50924999995368,4
aten::add,6271.7129999998,6271.7129999998,241.21973076922308,26
aten::layer_norm,22329.370999999723,633.5200000000623,858.8219615384509,26
torch_ipex::layer_norm,21695.85099999966,147.93999999900552,834.4558076922947,26
aten::native_layer_norm,21547.911000000655,21036.846000002573,828.7658076923328,26
aten::dropout,74039.36399999942,946.5630000041492,2644.2629999999795,28
aten::empty_like,7662.193999976655,2659.0379999856013,15.637130612197254,490
aten::empty_strided,5474.532999984891,5474.532999984891,6.965054707359912,786
aten::bernoulli_,43626.111999998284,43433.477999999086,1558.0754285713672,28
aten::div_,14259.018999998763,13437.78299999707,509.2506785713844,28
aten::_to_copy,51236.021999981225,3369.833999978364,129.38389393934654,396
aten::copy_,101524.6270000112,101524.6270000112,203.0492540000224,500
aten::mul,53648.70300000298,51175.44600000614,515.8529134615671,104
