kernel,cpu_time_total_us,self_cpu_time_total_us,cpu_time_avg_us,calls_cpu
ProfilerStep*,21421950.053,74184.58500006981,10710975.0265,2
aten::empty,6188.216999992223,6188.216999992223,5.708687269365519,1084
aten::random_,1626.1569999999992,1626.1569999999992,813.0784999999996,2
aten::item,509.8049999931982,354.1090000200402,2.3602083333018435,216
aten::_local_scalar_dense,155.695999973158,155.695999973158,0.7208148146905463,216
enumerate(DataLoader)#_SingleProcessDataLoaderIter.__next__,32292.375999998872,8866.971000013717,10764.125333332957,3
aten::randperm,1246.723,1007.6339999999982,623.3615,2
aten::scalar_tensor,140.25499999968997,140.25499999968997,10.788846153822305,13
aten::resize_,72.43100000166669,72.43100000166669,2.586821428630953,28
aten::resolve_conj,74.7639999936855,74.7639999936855,0.5156137930599,145
aten::resolve_neg,0.6159999999999854,0.6159999999999854,0.6159999999999854,1
aten::select,2454.877999979941,2152.7209999802635,6.670864130380274,368
aten::as_strided,1349.6469999948185,1349.6469999948185,1.9308254649425158,699
aten::stack,21397.231999998647,4781.14199999757,2377.4702222220717,9
aten::cat,16432.601000001105,27.597000001995184,1825.8445555556782,9
torch_ipex::cat_cpu,16405.00399999911,23.430000000927976,1822.7782222221233,9
torch_ipex::cat_out_cpu,16381.573999998182,16169.489999996982,1820.1748888886868,9
aten::narrow,157.75400000178706,81.6160000009877,17.528222222420784,9
aten::slice,248.79900000145426,214.5570000031039,14.635235294203191,17
aten::view,5306.576999995348,5306.576999995348,8.369995268131463,634
aten::unsqueeze,166.11500000199158,126.9400000045498,1.7303645833540788,96
aten::to,88318.04400002606,1202.9350000380946,171.82498832689893,514
Optimizer.zero_grad#Adam.zero_grad,607.4950000003009,607.4950000003009,303.74750000015047,2
aten::embedding,4404.23799999999,3333.4729999993506,1101.0594999999976,4
aten::reshape,107199.71900001753,4092.149000015852,177.4829784768502,604
aten::index_select,1031.1800000007715,19.426999998817337,257.7950000001929,4
torch_ipex::index_select_cpu_,1011.7530000019542,992.4950000022509,252.93825000048855,4
aten::add,12924.155000000159,12924.155000000159,497.08288461539075,26
aten::layer_norm,25155.134000002436,761.271999998542,967.5051538462475,26
torch_ipex::layer_norm,24393.862000003894,165.81900000040332,938.2254615386113,26
aten::native_layer_norm,24228.04300000349,23706.6160000171,931.847807692442,26
aten::dropout,123381.14300000033,1369.0699999977514,4406.469392857155,28
aten::empty_like,8420.295000017504,2887.22800002274,17.184275510239804,490
aten::empty_strided,6021.992999946953,6021.992999946953,7.661568702222587,786
aten::bernoulli_,72714.51900000016,72478.86599999922,2596.947107142863,28
aten::div_,17264.76199999795,16195.250000001317,616.5986428570696,28
aten::_to_copy,87115.10899998796,4180.363000038029,219.9876489898686,396
aten::copy_,187631.01800000883,187631.01800000883,375.26203600001764,500
aten::mul,112511.87300000366,109854.12699999692,1081.8449326923428,104
aten::eq,57.12600000038219,57.12600000038219,28.563000000191096,2
aten::all,29232.42299999889,29045.472999999285,2088.030214285635,14
aten::fill_,103012.58500000354,103012.58500000354,572.2921388889085,180
aten::is_nonzero,22.35700000054203,9.006000001681969,11.178500000271015,2
torch_ipex::ipex_linear,13566039.570000004,6781285.818999995,89250.26032894739,152
