kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls,batch_size
ProfilerStep*,9004637.783,257957.90499997698,0,0,1,16
aten::empty,8611.491000021771,8611.491000021771,0,0,2375,16
aten::random_,28.136000000000422,28.136000000000422,0,0,1,16
aten::item,328.8840000084674,230.9699999981749,0,0,170,16
aten::_local_scalar_dense,97.91400001029251,97.91400001029251,0,0,170,16
enumerate(DataLoader)#_SingleProcessDataLoaderIter.__next__,11847.838,2660.846999999996,0,0,1,16
aten::select,3688.0800000089657,3410.9160000006414,0,0,468,16
aten::as_strided,6539.243000055401,6539.243000055401,0,0,5369,16
aten::stack,7737.554000000508,1690.6750000002376,0,0,2,16
aten::cat,30923.364999998703,25165.558999975932,0,0,261,16
aten::narrow,5798.205000019256,3366.125000020682,0,0,479,16
aten::slice,4758.189999993176,3828.6469999845413,0,0,809,16
aten::view,10433.087999986921,10433.087999986921,0,0,3308,16
aten::to,1040.1330000050148,323.2629999955898,0,0,359,16
aten::ones,253.1270000009681,184.4890000002597,0,0,5,16
aten::fill_,730.556999994842,730.556999994842,0,0,153,16
aten::mul,920.6590000024444,709.6740000049031,0,0,70,16
aten::conv1d,333045.7979999997,39.21399999954156,0,0,4,16
aten::convolution,333006.5840000002,61.66200000044773,0,0,4,16
aten::_convolution,332944.92199999973,148.43399999987741,0,0,4,16
aten::unsqueeze,406.0789999982553,347.1989999928046,0,0,60,16
aten::mkldnn_convolution,332691.323,332460.76900000055,0,0,4,16
aten::as_strided_,82.40699999536446,82.40699999536446,0,0,36,16
aten::resize_,659.3320000064996,659.3320000064996,0,0,205,16
aten::squeeze,58.16699999998673,40.20699999961653,0,0,4,16
aten::gelu,267945.21600000263,267945.21600000263,0,0,116,16
aten::permute,49.146999999909895,33.53999999994994,0,0,2,16
aten::add,201125.43900002982,201125.43900002982,0,0,438,16
aten::dropout,700.6550000072457,700.6550000072457,0,0,468,16
aten::layer_norm,379405.2559999831,2043.7489999822283,0,0,356,16
aten::native_layer_norm,377361.5070000009,152451.67599996467,0,0,356,16
aten::contiguous,483331.48300000466,406.05700000573415,0,0,74,16
aten::clone,558299.088999997,2173.9390000015555,0,0,147,16
aten::empty_like,7328.012000003859,2339.200999995257,0,0,384,16
aten::copy_,887013.3139999597,887013.3139999597,0,0,1285,16
aten::linear,3998312.5190000236,14804.509000019782,0,0,922,16
aten::reshape,56420.57299998097,3334.778999990085,0,0,1257,16
aten::t,9498.424000023952,4500.995000012714,0,0,922,16
aten::transpose,16444.704000031692,12423.152000003553,0,0,2890,16
